session_id,start_time,end_time,energy_kwh,duration_minutes,cost_inr,vehicle_type
SES_50939,2024-02-12 16:10:00,2024-02-12 17:16:51,3.46,66.9,59.88,2W
SES_52066,2024-03-13 22:37:00,2024-03-13 23:43:31,53.12,66.5,807.26,4W
SES_11497,2024-10-23 22:36:00,2024-10-24 00:40:38,44.51,124.6,724.47,4W
SES_22597,2024-03-15 16:37:00,2024-03-15 17:34:49,5.49,57.8,90.52,3W
SES_68403,2024-01-01 20:20:00,2024-01-01 21:36:21,26.93,76.4,438.42,4W
SES_61497,2024-02-04 21:28:00,2024-02-05 00:17:34,21.11,169.6,339.52,4W
SES_97479,2024-09-11 06:15:00,2024-09-11 07:25:03,53.02,70.1,844.1,4W
SES_17223,2024-09-29 16:03:00,2024-09-29 17:54:17,2.33,111.3,39.91,2W
SES_96123,2024-05-18 21:26:00,2024-05-18 22:29:18,6.94,63.3,112.17,3W
SES_37057,2024-05-09 11:41:00,2024-05-09 12:31:37,6.27,50.6,103.55,3W
SES_83604,2024-10-15 04:33:00,2024-10-15 05:28:50,9.57,55.8,168.82,3W
SES_35879,2024-02-16 23:10:00,2024-02-16 23:40:40,2.67,30.7,47.42,2W
SES_43304,2024-10-04 11:28:00,2024-10-04 12:11:16,8.77,43.3,150.33,3W
SES_87057,2024-08-13 12:35:00,2024-08-13 13:40:40,6.19,65.7,105.86,3W
SES_99403,2024-07-05 04:15:00,2024-07-05 05:16:45,1.85,61.8,29.56,2W
SES_80000,2024-01-20 09:57:00,2024-01-20 11:09:47,54.93,72.8,865.81,4W
SES_84093,2024-08-22 19:44:00,2024-08-22 21:35:55,23.37,111.9,414.38,4W
SES_29861,2024-02-20 04:56:00,2024-02-20 07:36:22,23.79,160.4,398.46,4W
SES_35069,2024-02-28 19:15:00,2024-02-28 20:34:01,7.87,79.0,136.9,3W
SES_88019,2024-07-15 13:25:00,2024-07-15 14:18:39,5.86,53.7,91.79,3W
SES_89701,2024-12-06 19:19:00,2024-12-06 20:04:20,33.62,45.3,588.08,4W
SES_61187,2024-05-12 19:04:00,2024-05-12 20:40:16,2.49,96.3,39.46,2W
SES_33984,2024-07-19 07:57:00,2024-07-19 08:41:49,3.23,44.8,57.67,2W
SES_65972,2024-02-04 07:01:00,2024-02-04 08:25:16,1.8,84.3,31.78,2W
SES_10607,2024-02-02 11:06:00,2024-02-02 11:58:53,1.82,52.9,28.63,2W
SES_18872,2024-12-06 19:46:00,2024-12-06 20:25:47,2.83,39.8,46.46,2W
SES_73230,2024-09-25 20:32:00,2024-09-25 22:06:11,3.02,94.2,49.4,2W
SES_98220,2024-08-12 21:04:00,2024-08-12 22:05:17,3.2,61.3,51.66,2W
SES_42596,2024-12-22 00:29:00,2024-12-22 01:29:34,6.45,60.6,99.82,3W
SES_14897,2024-11-29 15:30:00,2024-11-29 16:51:57,53.98,82.0,858.82,4W
SES_85800,2024-12-22 17:21:00,2024-12-22 18:35:45,38.58,74.8,683.94,4W
SES_19679,2024-12-10 21:51:00,2024-12-10 22:58:44,8.62,67.7,136.29,3W
SES_78973,2024-08-31 15:18:00,2024-08-31 16:36:37,45.03,78.6,769.14,4W
SES_34841,2024-03-21 14:11:00,2024-03-21 15:29:24,2.87,78.4,48.46,2W
SES_23640,2024-06-14 07:01:00,2024-06-14 07:43:59,5.6,43.0,86.6,3W
SES_35048,2024-01-20 20:56:00,2024-01-20 22:18:02,3.39,82.0,57.54,2W
SES_86101,2024-01-26 21:48:00,2024-01-26 22:59:10,35.92,71.2,593.17,4W
SES_97568,2024-06-12 15:18:00,2024-06-12 16:47:34,29.34,89.6,455.78,4W
SES_63452,2024-02-20 07:30:00,2024-02-20 09:25:12,1.99,115.2,35.16,2W
SES_88362,2024-04-22 09:38:00,2024-04-22 10:30:59,8.56,53.0,136.99,3W
SES_26104,2024-08-17 18:44:00,2024-08-17 19:40:36,2.01,56.6,33.5,2W
SES_58932,2024-07-11 18:33:00,2024-07-11 21:26:35,21.54,173.6,332.89,4W
SES_34983,2024-05-26 06:08:00,2024-05-26 07:29:57,7.6,82.0,129.2,3W
SES_10692,2024-11-01 20:49:00,2024-11-01 22:51:17,57.55,122.3,989.34,4W
SES_78997,2024-07-02 23:52:00,2024-07-03 01:04:13,9.03,72.2,140.59,3W
SES_93922,2024-01-01 17:31:00,2024-01-01 19:29:11,32.02,118.2,508.65,4W
SES_93251,2024-01-30 20:02:00,2024-01-30 21:07:14,3.45,65.2,55.07,2W
SES_33261,2024-10-27 19:18:00,2024-10-27 22:10:01,50.96,172.0,772.73,4W
SES_45046,2024-02-03 23:26:00,2024-02-04 00:16:10,33.32,50.2,555.43,4W
SES_88438,2024-09-21 23:51:00,2024-09-22 01:11:42,8.82,80.7,157.56,3W
SES_11278,2024-08-18 05:28:00,2024-08-18 07:30:56,22.98,122.9,410.94,4W
SES_84782,2024-06-03 02:13:00,2024-06-03 03:59:42,2.22,106.7,37.58,2W
SES_30170,2024-10-13 19:28:00,2024-10-13 20:10:32,8.74,42.5,155.86,3W
SES_64258,2024-01-24 06:58:00,2024-01-24 08:04:05,2.26,66.1,34.08,2W
SES_48733,2024-03-10 23:46:00,2024-03-11 00:54:37,7.66,68.6,116.02,3W
SES_33445,2024-10-07 06:22:00,2024-10-07 07:51:04,5.43,89.1,96.67,3W
SES_89333,2024-05-11 15:46:00,2024-05-11 16:55:24,1.65,69.4,29.14,2W
SES_94284,2024-09-13 23:55:00,2024-09-14 01:58:53,45.12,123.9,771.99,4W
SES_20710,2024-04-29 19:28:00,2024-04-29 20:55:18,3.07,87.3,49.24,2W
SES_81411,2024-01-26 12:42:00,2024-01-26 14:00:32,22.54,78.5,351.21,4W
SES_50309,2024-08-27 13:42:00,2024-08-27 14:54:41,6.68,72.7,108.57,3W
SES_62656,2024-08-12 23:14:00,2024-08-13 00:27:46,5.84,73.8,91.6,3W
SES_72218,2024-06-28 12:35:00,2024-06-28 13:30:53,3.21,55.9,54.79,2W
SES_29387,2024-07-12 12:01:00,2024-07-12 12:55:14,3.13,54.2,47.26,2W
SES_38516,2024-07-07 18:17:00,2024-07-07 18:59:28,1.53,42.5,23.3,2W
SES_27479,2024-09-08 07:32:00,2024-09-08 08:47:06,5.2,75.1,81.63,3W
SES_64908,2024-11-01 08:00:00,2024-11-01 08:56:21,1.93,56.4,33.2,2W
SES_36615,2024-02-01 23:34:00,2024-02-02 02:10:19,46.5,156.3,802.49,4W
SES_54210,2024-03-23 23:16:00,2024-03-24 00:54:17,3.29,98.3,50.21,2W
SES_89264,2024-12-21 18:15:00,2024-12-21 19:25:37,2.07,70.6,33.04,2W
SES_75646,2024-10-07 21:49:00,2024-10-07 23:37:01,31.83,108.0,550.84,4W
SES_72075,2024-01-24 16:26:00,2024-01-24 17:51:23,2.47,85.4,43.84,2W
SES_93711,2024-08-28 21:09:00,2024-08-28 23:42:58,20.69,154.0,355.16,4W
SES_16580,2024-02-04 17:51:00,2024-02-04 19:19:23,3.07,88.4,46.47,2W
SES_92645,2024-02-12 12:27:00,2024-02-12 13:23:05,23.82,56.1,386.1,4W
SES_66171,2024-08-16 20:27:00,2024-08-16 21:08:10,6.48,41.2,99.55,3W
SES_20500,2024-05-18 12:42:00,2024-05-18 14:16:29,2.36,94.5,39.5,2W
SES_16256,2024-09-29 14:48:00,2024-09-29 16:24:25,27.33,96.4,484.51,4W
SES_38985,2024-01-31 00:21:00,2024-01-31 01:30:00,7.75,69.0,137.17,3W
SES_78939,2024-03-15 14:29:00,2024-03-15 16:41:50,26.47,132.8,446.67,4W
SES_23391,2024-06-30 19:27:00,2024-06-30 20:23:23,2.43,56.4,38.95,2W
SES_92648,2024-12-15 12:07:00,2024-12-15 12:53:32,7.01,46.5,125.32,3W
SES_37872,2024-09-29 08:44:00,2024-09-29 09:40:07,3.3,56.1,49.81,2W
SES_98887,2024-02-26 19:44:00,2024-02-26 21:43:05,55.48,119.1,871.11,4W
SES_30028,2024-01-05 13:08:00,2024-01-05 16:05:05,40.43,177.1,680.07,4W
SES_12717,2024-01-31 21:09:00,2024-02-01 00:04:14,26.14,175.2,428.2,4W
SES_92716,2024-05-04 18:09:00,2024-05-04 19:00:32,29.8,51.5,487.53,4W
SES_73903,2024-11-13 03:16:00,2024-11-13 04:09:57,50.56,54.0,845.72,4W
SES_69114,2024-02-20 18:44:00,2024-02-20 20:33:42,2.21,109.7,33.97,2W
SES_87043,2024-09-01 18:02:00,2024-09-01 19:14:42,7.48,72.7,125.2,3W
SES_46653,2024-03-05 09:51:00,2024-03-05 11:14:13,2.94,83.2,45.37,2W
SES_78971,2024-10-15 12:41:00,2024-10-15 13:57:41,9.94,76.7,152.92,3W
SES_16764,2024-02-03 06:49:00,2024-02-03 07:31:48,6.29,42.8,100.36,3W
SES_66174,2024-12-16 22:14:00,2024-12-16 23:40:00,2.71,86.0,47.77,2W
SES_74157,2024-10-06 23:15:00,2024-10-07 00:40:37,5.54,85.6,96.09,3W
SES_84325,2024-09-27 12:26:00,2024-09-27 13:59:07,54.17,93.1,912.44,4W
SES_56488,2024-09-26 19:52:00,2024-09-26 20:57:03,21.76,65.1,374.39,4W
SES_21163,2024-07-05 13:25:00,2024-07-05 15:18:43,2.11,113.7,35.04,2W
SES_90440,2024-09-14 21:37:00,2024-09-14 22:21:14,5.37,44.2,81.6,3W
SES_24031,2024-02-20 08:40:00,2024-02-20 09:53:01,6.33,73.0,111.95,3W
SES_35564,2024-12-03 11:08:00,2024-12-03 13:27:23,49.38,139.4,852.71,4W
SES_65124,2024-09-08 07:39:00,2024-09-08 09:04:11,7.37,85.2,124.56,3W
SES_72704,2024-11-17 00:34:00,2024-11-17 01:28:13,5.28,54.2,82.72,3W
SES_99072,2024-10-29 23:55:00,2024-10-30 00:38:03,8.73,43.1,131.74,3W
SES_99581,2024-08-22 14:05:00,2024-08-22 15:19:25,6.3,74.4,99.84,3W
SES_16253,2024-04-02 17:05:00,2024-04-02 18:09:41,8.84,64.7,135.24,3W
SES_74843,2024-05-23 12:18:00,2024-05-23 13:34:09,5.03,76.2,82.0,3W
SES_70579,2024-04-30 21:48:00,2024-04-30 23:03:04,5.9,75.1,97.84,3W
SES_71649,2024-06-25 23:32:00,2024-06-26 02:11:54,45.79,159.9,789.56,4W
SES_16217,2024-12-18 09:18:00,2024-12-18 10:36:28,5.43,78.5,83.77,3W
SES_50092,2024-01-03 09:47:00,2024-01-03 10:36:45,5.68,49.8,87.27,3W
SES_37312,2024-02-06 19:54:00,2024-02-06 21:16:24,5.75,82.4,99.95,3W
SES_29436,2024-07-23 19:19:00,2024-07-23 21:41:09,49.92,142.2,840.45,4W
SES_64263,2024-07-04 17:44:00,2024-07-04 18:26:38,9.35,42.6,148.91,3W
SES_98451,2024-02-29 21:53:00,2024-02-29 23:38:03,44.95,105.1,720.67,4W
SES_74548,2024-01-13 17:11:00,2024-01-13 20:09:49,21.89,178.8,391.14,4W
SES_15877,2024-03-19 22:33:00,2024-03-19 23:29:44,51.86,56.7,889.05,4W
SES_34969,2024-07-10 20:31:00,2024-07-10 21:26:48,6.33,55.8,97.24,3W
SES_99395,2024-05-12 19:55:00,2024-05-12 21:09:44,6.61,74.7,106.1,3W
SES_18097,2024-05-13 17:36:00,2024-05-13 19:04:54,6.5,88.9,99.5,3W
SES_39101,2024-11-28 10:14:00,2024-11-28 13:13:52,40.01,179.9,649.8,4W
SES_57955,2024-12-25 18:32:00,2024-12-25 20:28:22,2.88,116.4,49.4,2W
SES_89685,2024-01-16 19:28:00,2024-01-16 22:24:33,23.5,176.6,409.14,4W
SES_30288,2024-05-03 13:47:00,2024-05-03 14:40:27,8.0,53.5,140.66,3W
SES_19003,2024-08-09 15:18:00,2024-08-09 16:21:43,5.01,63.7,80.65,3W
SES_34195,2024-04-24 15:35:00,2024-04-24 16:23:31,5.31,48.5,81.78,3W
SES_64507,2024-04-27 19:33:00,2024-04-27 21:04:20,2.83,91.3,43.88,2W
SES_40318,2024-09-05 09:40:00,2024-09-05 11:02:43,2.84,82.7,51.0,2W
SES_53992,2024-11-06 10:41:00,2024-11-06 11:49:17,9.4,68.3,156.76,3W
SES_33096,2024-03-24 13:38:00,2024-03-24 15:16:11,3.06,98.2,50.94,2W
SES_29212,2024-12-10 04:53:00,2024-12-10 06:17:43,2.72,84.7,42.36,2W
SES_36417,2024-06-27 20:30:00,2024-06-27 21:36:00,8.46,66.0,149.16,3W
SES_37273,2024-09-28 23:17:00,2024-09-29 00:12:54,2.3,55.9,37.85,2W
SES_61743,2024-02-21 21:34:00,2024-02-21 23:53:14,47.26,139.2,737.08,4W
SES_92670,2024-11-06 18:54:00,2024-11-06 20:11:36,34.66,77.6,555.58,4W
SES_43313,2024-03-30 18:04:00,2024-03-30 18:48:08,9.15,44.1,155.25,3W
SES_61291,2024-02-10 05:03:00,2024-02-10 06:09:27,9.99,66.5,153.14,3W
SES_40639,2024-12-22 17:10:00,2024-12-22 17:55:38,41.95,45.6,686.16,4W
SES_57016,2024-03-15 21:31:00,2024-03-15 22:27:13,6.06,56.2,102.83,3W
SES_83812,2024-07-26 00:09:00,2024-07-26 01:04:58,9.18,56.0,146.62,3W
SES_80490,2024-03-06 20:29:00,2024-03-06 21:44:45,8.37,75.8,142.1,3W
SES_28015,2024-04-03 21:33:00,2024-04-04 00:08:44,36.47,155.7,575.84,4W
SES_93544,2024-01-19 08:10:00,2024-01-19 09:08:23,10.0,58.4,176.11,3W
SES_26663,2024-06-07 17:00:00,2024-06-07 17:59:50,7.08,59.8,122.37,3W
SES_69061,2024-11-05 21:22:00,2024-11-05 22:51:26,31.81,89.4,553.92,4W
SES_77566,2024-02-21 15:54:00,2024-02-21 16:40:03,53.98,46.1,874.69,4W
SES_42659,2024-11-06 13:07:00,2024-11-06 13:40:51,3.5,33.9,59.5,2W
SES_56744,2024-12-12 17:42:00,2024-12-12 20:38:50,46.32,176.8,792.66,4W
SES_50807,2024-03-21 16:40:00,2024-03-21 18:29:07,38.63,109.1,636.43,4W
SES_67546,2024-11-22 02:50:00,2024-11-22 04:09:19,5.63,79.3,85.88,3W
SES_90444,2024-03-10 22:59:00,2024-03-11 01:28:18,28.49,149.3,461.86,4W
SES_28311,2024-06-17 13:56:00,2024-06-17 14:40:54,5.36,44.9,95.59,3W
SES_11653,2024-08-08 23:27:00,2024-08-09 01:09:39,30.28,102.7,498.86,4W
SES_43337,2024-01-10 13:12:00,2024-01-10 15:09:56,2.97,117.9,50.06,2W
SES_54961,2024-01-30 20:24:00,2024-01-30 21:09:14,3.12,45.2,54.23,2W
SES_89605,2024-11-13 18:04:00,2024-11-13 18:58:53,9.47,54.9,155.42,3W
SES_78050,2024-01-09 03:24:00,2024-01-09 04:20:52,5.01,56.9,79.24,3W
SES_38393,2024-12-07 21:26:00,2024-12-08 00:19:51,49.82,173.9,849.89,4W
SES_89210,2024-04-06 18:37:00,2024-04-06 19:58:16,28.19,81.3,431.05,4W
SES_96923,2024-02-10 01:33:00,2024-02-10 03:28:08,2.86,115.1,48.68,2W
SES_63774,2024-08-04 10:49:00,2024-08-04 13:37:35,45.77,168.6,796.85,4W
SES_67207,2024-06-29 09:30:00,2024-06-29 10:35:39,9.13,65.7,139.29,3W
SES_33236,2024-09-29 07:19:00,2024-09-29 08:17:06,5.31,58.1,84.69,3W
SES_52139,2024-07-08 09:57:00,2024-07-08 11:48:54,34.12,111.9,580.28,4W
SES_26990,2024-06-06 22:34:00,2024-06-06 23:42:10,49.41,68.2,850.24,4W
SES_80862,2024-05-25 20:27:00,2024-05-25 21:47:32,3.24,80.5,56.79,2W
SES_57498,2024-02-06 19:40:00,2024-02-06 20:46:50,1.7,66.8,26.64,2W
SES_39343,2024-07-05 15:57:00,2024-07-05 16:40:06,6.23,43.1,96.36,3W
SES_30090,2024-08-17 22:51:00,2024-08-18 00:03:28,6.42,72.5,101.11,3W
SES_83220,2024-05-19 19:53:00,2024-05-19 22:19:18,20.48,146.3,327.46,4W
SES_58246,2024-08-05 11:36:00,2024-08-05 12:14:54,1.61,38.9,28.09,2W
SES_74102,2024-11-05 07:40:00,2024-11-05 08:53:48,9.84,73.8,152.27,3W
SES_91960,2024-01-30 12:55:00,2024-01-30 13:54:30,6.52,59.5,114.8,3W
SES_74575,2024-07-05 19:07:00,2024-07-05 20:25:03,21.29,78.1,361.96,4W
SES_84989,2024-02-04 22:40:00,2024-02-04 23:46:52,9.19,66.9,140.52,3W
SES_89969,2024-09-13 20:34:00,2024-09-13 21:54:12,8.19,80.2,123.6,3W
SES_81534,2024-08-24 08:59:00,2024-08-24 10:17:09,2.88,78.2,44.83,2W
SES_62811,2024-02-13 20:18:00,2024-02-13 21:09:12,2.69,51.2,44.37,2W
SES_93342,2024-01-01 18:02:00,2024-01-01 19:14:16,9.7,72.3,151.56,3W
SES_64308,2024-10-29 11:09:00,2024-10-29 12:24:50,6.51,75.8,98.46,3W
SES_90413,2024-11-15 12:37:00,2024-11-15 13:10:23,1.86,33.4,28.29,2W
SES_73508,2024-01-05 21:44:00,2024-01-05 22:41:22,8.34,57.4,145.78,3W
SES_60875,2024-10-22 20:51:00,2024-10-22 21:22:02,3.04,31.0,46.17,2W
SES_73424,2024-12-03 17:03:00,2024-12-03 17:34:41,3.28,31.7,58.95,2W
SES_54448,2024-03-29 21:13:00,2024-03-29 22:04:45,7.11,51.8,123.06,3W
SES_71782,2024-06-10 02:38:00,2024-06-10 03:36:50,6.89,58.8,115.77,3W
SES_91632,2024-02-03 16:24:00,2024-02-03 17:52:43,2.21,88.7,39.38,2W
SES_61381,2024-10-19 21:37:00,2024-10-19 22:37:20,2.52,60.3,43.69,2W
SES_61541,2024-05-20 19:40:00,2024-05-20 20:44:06,1.54,64.1,24.1,2W
SES_47547,2024-07-19 16:09:00,2024-07-19 17:19:01,6.27,70.0,98.11,3W
SES_15143,2024-05-07 07:31:00,2024-05-07 09:37:32,28.49,126.5,486.6,4W
SES_20320,2024-12-27 01:36:00,2024-12-27 03:23:43,2.61,107.7,45.98,2W
SES_13573,2024-06-14 06:17:00,2024-06-14 07:02:01,45.09,45.0,784.93,4W
SES_65812,2024-01-09 12:07:00,2024-01-09 12:52:10,6.47,45.2,112.21,3W
SES_85928,2024-03-06 08:54:00,2024-03-06 09:47:25,21.54,53.4,329.49,4W
SES_71082,2024-12-11 05:03:00,2024-12-11 05:46:08,1.82,43.1,30.17,2W
SES_78401,2024-08-10 18:26:00,2024-08-10 20:11:43,2.51,105.7,44.66,2W
SES_22607,2024-12-15 08:16:00,2024-12-15 09:30:18,59.44,74.3,982.31,4W
SES_36226,2024-04-03 19:10:00,2024-04-03 20:01:50,1.51,51.8,25.75,2W
SES_81638,2024-10-17 05:48:00,2024-10-17 07:06:49,7.3,78.8,124.45,3W
SES_24781,2024-10-31 06:29:00,2024-10-31 07:28:47,7.96,59.8,126.34,3W
SES_13685,2024-06-22 14:48:00,2024-06-22 16:15:21,2.98,87.4,46.01,2W
SES_60058,2024-08-27 08:22:00,2024-08-27 09:09:34,3.04,47.6,51.0,2W
SES_96318,2024-08-08 10:58:00,2024-08-08 12:13:08,1.94,75.1,32.99,2W
SES_13490,2024-04-20 18:28:00,2024-04-20 20:03:57,31.55,96.0,520.82,4W
SES_60228,2024-11-01 18:50:00,2024-11-01 19:48:52,3.12,58.9,55.19,2W
SES_62815,2024-11-22 06:03:00,2024-11-22 07:53:09,48.32,110.2,866.41,4W
SES_98192,2024-11-02 18:11:00,2024-11-02 19:27:03,2.44,76.1,37.61,2W
SES_86812,2024-12-23 06:37:00,2024-12-23 09:20:13,27.84,163.2,493.47,4W
SES_32413,2024-04-07 03:58:00,2024-04-07 05:12:06,6.01,74.1,90.87,3W
SES_46710,2024-06-25 02:00:00,2024-06-25 02:58:05,28.25,58.1,508.4,4W
SES_32217,2024-09-20 15:26:00,2024-09-20 16:48:27,37.64,82.5,592.11,4W
SES_96603,2024-10-18 12:44:00,2024-10-18 13:41:08,2.38,57.1,37.16,2W
SES_56084,2024-08-28 07:03:00,2024-08-28 09:48:46,25.37,165.8,413.73,4W
SES_20981,2024-06-21 18:30:00,2024-06-21 19:42:10,6.5,72.2,111.87,3W
SES_98694,2024-04-03 06:22:00,2024-04-03 08:37:36,51.36,135.6,775.05,4W
SES_10787,2024-07-10 18:25:00,2024-07-10 21:02:49,37.08,157.8,598.22,4W
SES_66426,2024-01-05 18:45:00,2024-01-05 19:19:47,3.37,34.8,50.95,2W
SES_72788,2024-10-15 21:05:00,2024-10-15 22:38:30,1.76,93.5,29.56,2W
SES_82046,2024-11-17 21:12:00,2024-11-17 23:35:13,51.36,143.2,850.31,4W
SES_32809,2024-09-09 10:37:00,2024-09-09 12:02:29,3.22,85.5,56.3,2W
SES_65503,2024-01-20 17:31:00,2024-01-20 18:57:10,8.73,86.2,135.72,3W
SES_26226,2024-07-06 14:09:00,2024-07-06 15:02:43,9.75,53.7,166.42,3W
SES_14583,2024-11-15 03:50:00,2024-11-15 04:54:30,33.55,64.5,577.77,4W
SES_98313,2024-01-30 12:26:00,2024-01-30 14:05:37,1.64,99.6,27.95,2W
SES_94522,2024-04-17 23:10:00,2024-04-18 01:56:13,51.56,166.2,903.12,4W
SES_99964,2024-07-07 20:49:00,2024-07-07 21:37:18,2.14,48.3,35.71,2W
SES_69357,2024-07-29 08:44:00,2024-07-29 10:39:10,1.66,115.2,25.49,2W
SES_35854,2024-03-10 15:03:00,2024-03-10 15:52:29,2.23,49.5,34.36,2W
SES_14432,2024-03-24 07:51:00,2024-03-24 09:43:08,20.02,112.1,341.83,4W
SES_10798,2024-06-05 18:17:00,2024-06-05 19:40:04,35.38,83.1,571.42,4W
SES_26963,2024-07-29 16:41:00,2024-07-29 17:32:10,2.75,51.2,42.09,2W
SES_56298,2024-01-06 17:13:00,2024-01-06 18:56:22,2.12,103.4,36.16,2W
SES_95036,2024-03-20 19:37:00,2024-03-20 20:58:01,31.55,81.0,510.16,4W
SES_79975,2024-11-11 14:40:00,2024-11-11 15:38:59,57.59,59.0,955.41,4W
SES_22807,2024-05-09 20:39:00,2024-05-09 21:53:27,26.32,74.5,470.23,4W
SES_97455,2024-01-30 07:39:00,2024-01-30 10:20:21,45.14,161.4,756.83,4W
SES_84184,2024-11-07 04:45:00,2024-11-07 05:52:09,8.74,67.2,154.45,3W
SES_42802,2024-09-03 12:00:00,2024-09-03 12:56:10,5.74,56.2,91.51,3W
SES_24542,2024-05-09 00:57:00,2024-05-09 02:13:03,8.8,76.1,146.94,3W
SES_14697,2024-12-07 22:18:00,2024-12-07 23:57:57,2.27,100.0,39.28,2W
SES_11341,2024-05-12 22:29:00,2024-05-12 23:30:57,3.29,62.0,53.42,2W
SES_44856,2024-06-10 15:36:00,2024-06-10 16:56:47,7.05,80.8,125.67,3W
SES_36270,2024-12-03 16:38:00,2024-12-03 18:32:40,39.25,114.7,649.0,4W
SES_45574,2024-07-26 17:29:00,2024-07-26 18:28:31,7.17,59.5,110.47,3W
SES_86345,2024-04-17 04:10:00,2024-04-17 06:54:49,24.62,164.8,432.39,4W
SES_87692,2024-11-12 21:32:00,2024-11-12 23:05:03,21.25,93.1,371.62,4W
SES_31152,2024-06-18 18:19:00,2024-06-18 20:27:22,51.92,128.4,780.01,4W
SES_18307,2024-07-17 20:31:00,2024-07-17 23:17:28,41.05,166.5,666.31,4W
SES_59349,2024-03-04 21:40:00,2024-03-04 22:54:34,42.59,74.6,682.96,4W
SES_70669,2024-05-21 04:37:00,2024-05-21 05:57:51,48.01,80.9,789.27,4W
SES_43903,2024-11-15 19:37:00,2024-11-15 20:22:28,5.64,45.5,91.44,3W
SES_63950,2024-08-10 14:49:00,2024-08-10 17:03:13,38.38,134.2,660.61,4W
SES_92075,2024-01-20 06:16:00,2024-01-20 07:32:28,2.54,76.5,41.46,2W
SES_93228,2024-10-16 21:01:00,2024-10-16 22:21:49,56.6,80.8,995.06,4W
SES_11481,2024-08-08 06:46:00,2024-08-08 07:47:35,7.04,61.6,118.34,3W
SES_92668,2024-01-11 19:02:00,2024-01-11 20:03:56,8.94,61.9,151.44,3W
SES_25546,2024-05-29 20:08:00,2024-05-29 20:39:14,3.48,31.2,52.92,2W
SES_52890,2024-07-11 04:50:00,2024-07-11 06:05:25,6.11,75.4,95.71,3W
SES_31753,2024-07-15 21:00:00,2024-07-15 23:07:42,32.9,127.7,493.74,4W
SES_98061,2024-09-10 13:30:00,2024-09-10 14:54:44,59.18,84.7,979.03,4W
SES_16008,2024-10-22 12:49:00,2024-10-22 14:29:29,2.65,100.5,43.53,2W
SES_65103,2024-03-21 09:20:00,2024-03-21 11:58:08,30.58,158.1,527.13,4W
SES_55526,2024-02-21 16:52:00,2024-02-21 18:37:56,2.02,105.9,32.99,2W
SES_61562,2024-10-08 12:26:00,2024-10-08 14:45:34,43.04,139.6,663.43,4W
SES_76628,2024-11-14 12:56:00,2024-11-14 14:13:31,9.96,77.5,169.92,3W
SES_36861,2024-05-11 11:09:00,2024-05-11 11:55:38,1.98,46.6,31.39,2W
SES_95302,2024-03-14 16:19:00,2024-03-14 17:22:32,8.05,63.5,132.46,3W
SES_51977,2024-08-26 20:08:00,2024-08-26 21:21:34,30.47,73.6,478.06,4W
SES_90847,2024-07-07 10:14:00,2024-07-07 11:23:30,51.79,69.5,900.82,4W
SES_50800,2024-05-02 05:22:00,2024-05-02 06:43:39,8.35,81.7,133.45,3W
SES_48929,2024-06-06 16:27:00,2024-06-06 19:25:24,53.05,178.4,841.27,4W
SES_48927,2024-01-12 13:47:00,2024-01-12 15:00:28,1.72,73.5,30.09,2W
SES_70682,2024-03-29 07:58:00,2024-03-29 09:16:30,2.76,78.5,46.3,2W
SES_39183,2024-02-19 20:52:00,2024-02-19 21:53:08,3.2,61.1,48.04,2W
SES_57030,2024-03-07 15:40:00,2024-03-07 16:22:10,5.27,42.2,83.19,3W
SES_67055,2024-01-14 09:22:00,2024-01-14 11:09:42,34.83,107.7,563.44,4W
SES_92699,2024-08-27 14:30:00,2024-08-27 15:36:31,8.73,66.5,139.62,3W
SES_19390,2024-07-19 14:09:00,2024-07-19 14:54:38,1.8,45.6,31.5,2W
SES_68503,2024-02-26 12:49:00,2024-02-26 14:13:51,8.72,84.9,139.73,3W
SES_36308,2024-01-05 16:15:00,2024-01-05 17:46:31,2.73,91.5,42.36,2W
SES_21941,2024-06-25 14:43:00,2024-06-25 15:53:13,3.33,70.2,59.64,2W
SES_42653,2024-09-29 06:41:00,2024-09-29 07:54:27,5.41,73.5,94.11,3W
SES_56756,2024-04-10 08:54:00,2024-04-10 10:10:10,27.16,76.2,438.77,4W
SES_37837,2024-09-14 23:33:00,2024-09-15 02:16:00,21.17,163.0,367.17,4W
SES_57575,2024-03-20 08:07:00,2024-03-20 09:50:18,2.66,103.3,47.19,2W
SES_84962,2024-08-03 18:45:00,2024-08-03 20:41:51,2.97,116.9,51.92,2W
SES_54752,2024-07-09 15:16:00,2024-07-09 17:43:33,34.89,147.6,581.51,4W
SES_79914,2024-03-01 08:03:00,2024-03-01 09:07:42,8.37,64.7,150.27,3W
SES_22690,2024-07-04 21:50:00,2024-07-05 00:42:31,28.2,172.5,425.76,4W
SES_43145,2024-11-27 17:02:00,2024-11-27 19:54:23,54.24,172.4,927.64,4W
SES_69830,2024-07-14 20:52:00,2024-07-14 21:56:45,5.86,64.8,93.92,3W
SES_21553,2024-01-06 19:27:00,2024-01-06 22:01:58,51.71,155.0,822.36,4W
SES_87974,2024-08-29 15:44:00,2024-08-29 17:40:55,26.41,116.9,464.0,4W
SES_88978,2024-04-10 16:03:00,2024-04-10 17:15:22,55.62,72.4,898.75,4W
SES_82827,2024-11-23 20:46:00,2024-11-23 22:07:02,6.69,81.0,113.97,3W
SES_81829,2024-02-12 16:38:00,2024-02-12 19:00:46,30.52,142.8,464.3,4W
