session_id,station_id,session_start,session_end,duration_minutes,energy_delivered_kwh,peak_power_kw,average_power_kw,total_cost_inr,cost_per_kwh,user_id,payment_method,charging_completed,connector_type,operator,city,state,session_type,vehicle_type,start_soc_percent,end_soc_percent,temperature_c,session_rating
SES00001165,REAL_0241,2025-08-04 11:10:28,2025-08-04 12:46:28,96,31.14,22.0,16.6,311.38,10.0,USER816740,Card,True,Type 2,Statiq,Noida,Uttar Pradesh,AC Fast,4-Wheeler,30,89,27,3
SES00001166,REAL_0241,2025-07-17 11:54:28,2025-07-17 13:48:28,114,32.9,22.0,16.1,328.99,10.0,USER156346,Card,True,Type 2,Statiq,Noida,Uttar Pradesh,AC Fast,2-Wheeler,25,71,25,3
SES00001167,REAL_0241,2025-09-03 00:24:28,2025-09-03 01:49:28,85,25.03,22.0,16.9,250.28,10.0,USER268165,UPI,True,Type 2,Statiq,Noida,Uttar Pradesh,AC Fast,4-Wheeler,15,71,37,4
SES00001168,REAL_0241,2025-07-16 04:03:28,2025-07-16 04:38:28,35,8.68,22.0,20.7,86.78,10.0,USER852440,UPI,True,Type 2,Statiq,Noida,Uttar Pradesh,AC Fast,Commercial,25,81,39,4
SES00001169,REAL_0241,2025-07-21 01:19:28,2025-07-21 02:21:28,62,20.37,22.0,18.0,203.72,10.0,USER402265,UPI,True,Type 2,Statiq,Noida,Uttar Pradesh,AC Fast,4-Wheeler,26,73,27,3
SES00001170,REAL_0241,2025-07-24 21:10:28,2025-07-24 22:17:28,67,17.58,22.0,16.7,175.78,10.0,USER637616,Card,True,Type 2,Statiq,Noida,Uttar Pradesh,AC Fast,2-Wheeler,30,64,33,4
SES00001171,REAL_0241,2025-07-07 01:28:28,2025-07-07 01:59:28,31,7.42,22.0,17.5,74.19,10.0,USER388682,Card,False,Type 2,Statiq,Noida,Uttar Pradesh,AC Fast,Commercial,37,74,38,4
SES00001172,REAL_0241,2025-07-27 05:44:28,2025-07-27 07:42:28,118,31.32,22.0,20.2,313.25,10.0,USER837871,Cash,False,Type 2,Statiq,Noida,Uttar Pradesh,AC Fast,2-Wheeler,35,84,35,4
SES00001173,REAL_0241,2025-07-06 02:19:28,2025-07-06 03:47:28,88,22.0,22.0,15.7,219.99,10.0,USER832879,Cash,True,Type 2,Statiq,Noida,Uttar Pradesh,AC Fast,2-Wheeler,36,78,35,5
SES00001174,REAL_0241,2025-07-06 21:39:28,2025-07-06 22:14:28,35,11.5,22.0,19.6,114.99,10.0,USER185727,Wallet,True,Type 2,Statiq,Noida,Uttar Pradesh,AC Fast,2-Wheeler,20,82,40,3
SES00001175,REAL_0241,2025-08-08 21:27:28,2025-08-08 22:36:28,69,21.62,22.0,16.2,216.18,10.0,USER318851,Wallet,True,Type 2,Statiq,Noida,Uttar Pradesh,AC Fast,Commercial,24,61,36,4
SES00001176,REAL_0241,2025-07-25 22:48:28,2025-07-26 00:38:28,110,31.45,22.0,19.8,314.48,10.0,USER606073,Card,True,Type 2,Statiq,Noida,Uttar Pradesh,AC Fast,2-Wheeler,12,74,31,3
SES00001177,REAL_0241,2025-09-07 01:03:28,2025-09-07 02:17:28,74,20.03,22.0,19.1,200.27,10.0,USER179114,Card,True,Type 2,Statiq,Noida,Uttar Pradesh,AC Fast,Commercial,27,95,37,5
SES00001178,REAL_0241,2025-09-29 00:17:28,2025-09-29 01:50:28,93,23.08,22.0,18.3,230.81,10.0,USER841292,Wallet,True,Type 2,Statiq,Noida,Uttar Pradesh,AC Fast,2-Wheeler,18,87,28,5
SES00001179,REAL_0241,2025-07-18 20:53:28,2025-07-18 22:18:28,85,24.79,22.0,19.9,247.91,10.0,USER998741,Cash,True,Type 2,Statiq,Noida,Uttar Pradesh,AC Fast,Commercial,22,90,36,5
SES00001180,REAL_0241,2025-07-25 23:44:28,2025-07-26 01:34:28,110,31.64,22.0,19.1,316.43,10.0,USER184963,UPI,True,Type 2,Statiq,Noida,Uttar Pradesh,AC Fast,2-Wheeler,11,79,28,5
SES00001181,REAL_0241,2025-09-14 06:41:28,2025-09-14 07:32:28,51,13.37,22.0,19.8,133.69,10.0,USER658000,Cash,True,Type 2,Statiq,Noida,Uttar Pradesh,AC Fast,4-Wheeler,24,66,32,5
SES00001182,REAL_0241,2025-09-20 20:21:28,2025-09-20 21:46:28,85,20.97,22.0,18.5,209.73,10.0,USER967317,Cash,True,Type 2,Statiq,Noida,Uttar Pradesh,AC Fast,2-Wheeler,10,69,38,5
SES00001183,REAL_0241,2025-07-22 05:50:28,2025-07-22 07:31:28,101,24.85,22.0,17.7,248.53,10.0,USER590736,UPI,True,Type 2,Statiq,Noida,Uttar Pradesh,AC Fast,2-Wheeler,40,90,26,3
SES00001184,REAL_0241,2025-07-31 09:55:28,2025-07-31 10:39:28,44,10.72,22.0,20.3,107.16,10.0,USER421070,Card,True,Type 2,Statiq,Noida,Uttar Pradesh,AC Fast,2-Wheeler,39,75,20,4
SES00001185,REAL_0241,2025-08-06 10:24:28,2025-08-06 11:44:28,80,24.66,22.0,18.1,246.65,10.0,USER736166,Wallet,True,Type 2,Statiq,Noida,Uttar Pradesh,AC Fast,2-Wheeler,30,62,34,4
SES00001186,REAL_0241,2025-08-14 10:54:28,2025-08-14 11:42:28,48,14.97,22.0,16.4,149.66,10.0,USER548714,Cash,True,Type 2,Statiq,Noida,Uttar Pradesh,AC Fast,4-Wheeler,22,71,20,5
SES00001187,REAL_0241,2025-08-28 10:20:28,2025-08-28 11:48:28,88,21.59,22.0,15.5,215.93,10.0,USER733247,Cash,True,Type 2,Statiq,Noida,Uttar Pradesh,AC Fast,2-Wheeler,25,78,38,5
SES00001188,REAL_0241,2025-08-08 01:45:28,2025-08-08 02:17:28,32,7.98,22.0,18.6,79.84,10.0,USER239487,UPI,True,Type 2,Statiq,Noida,Uttar Pradesh,AC Fast,Commercial,40,64,32,5
SES00001189,REAL_0241,2025-07-24 02:46:28,2025-07-24 04:26:28,100,30.99,22.0,16.2,309.9,10.0,USER213464,UPI,False,Type 2,Statiq,Noida,Uttar Pradesh,AC Fast,2-Wheeler,40,65,38,5
SES00001190,REAL_0241,2025-07-06 00:15:28,2025-07-06 01:58:28,103,29.66,22.0,17.2,296.63,10.0,USER402801,Card,False,Type 2,Statiq,Noida,Uttar Pradesh,AC Fast,4-Wheeler,35,84,20,1
SES00001191,REAL_0241,2025-07-20 11:55:28,2025-07-20 13:05:28,70,17.86,22.0,19.3,178.62,10.0,USER235242,Card,True,Type 2,Statiq,Noida,Uttar Pradesh,AC Fast,Commercial,34,93,35,2
SES00001192,REAL_0241,2025-07-14 04:00:28,2025-07-14 05:45:28,105,32.72,22.0,16.0,327.23,10.0,USER284538,Wallet,True,Type 2,Statiq,Noida,Uttar Pradesh,AC Fast,Commercial,35,92,20,4
SES00001193,REAL_0241,2025-07-07 07:46:28,2025-07-07 08:40:28,54,13.05,22.0,15.7,130.53,10.0,USER744689,Wallet,True,Type 2,Statiq,Noida,Uttar Pradesh,AC Fast,Commercial,32,68,25,3
SES00001194,REAL_0241,2025-09-04 01:06:28,2025-09-04 02:23:28,77,22.63,22.0,19.3,226.3,10.0,USER263259,Wallet,True,Type 2,Statiq,Noida,Uttar Pradesh,AC Fast,2-Wheeler,32,62,31,5
SES00001195,REAL_0241,2025-09-01 19:15:28,2025-09-01 20:27:28,72,20.41,22.0,15.5,204.07,10.0,USER255432,Card,False,Type 2,Statiq,Noida,Uttar Pradesh,AC Fast,4-Wheeler,10,79,29,5
SES00001196,REAL_0241,2025-07-14 04:06:28,2025-07-14 05:51:28,105,33.68,22.0,19.8,336.8,10.0,USER334413,UPI,True,Type 2,Statiq,Noida,Uttar Pradesh,AC Fast,2-Wheeler,12,84,21,4
SES00001197,REAL_0241,2025-08-24 02:47:28,2025-08-24 03:33:28,46,14.39,22.0,17.3,143.91,10.0,USER900649,UPI,False,Type 2,Statiq,Noida,Uttar Pradesh,AC Fast,2-Wheeler,13,87,24,4
SES00001198,REAL_0241,2025-08-24 02:57:28,2025-08-24 04:49:28,112,35.98,22.0,18.2,359.78,10.0,USER714291,UPI,True,Type 2,Statiq,Noida,Uttar Pradesh,AC Fast,Commercial,24,84,33,4
SES00001199,REAL_0241,2025-09-15 00:59:28,2025-09-15 02:45:28,106,26.8,22.0,17.4,268.04,10.0,USER146779,Cash,True,Type 2,Statiq,Noida,Uttar Pradesh,AC Fast,4-Wheeler,33,95,22,4
SES00001200,REAL_0241,2025-07-14 10:43:28,2025-07-14 11:39:28,56,18.13,22.0,19.2,181.32,10.0,USER234663,Cash,True,Type 2,Statiq,Noida,Uttar Pradesh,AC Fast,4-Wheeler,31,82,36,5
SES00001201,REAL_0241,2025-09-27 06:58:28,2025-09-27 08:11:28,73,17.57,22.0,19.9,175.71,10.0,USER323007,Cash,True,Type 2,Statiq,Noida,Uttar Pradesh,AC Fast,4-Wheeler,27,79,29,4
SES00001202,REAL_0241,2025-08-31 09:30:28,2025-08-31 10:39:28,69,22.43,22.0,16.4,224.26,10.0,USER762740,Wallet,True,Type 2,Statiq,Noida,Uttar Pradesh,AC Fast,4-Wheeler,39,93,24,2
SES00001203,REAL_0241,2025-09-17 02:07:28,2025-09-17 02:46:28,39,9.83,22.0,15.9,98.28,10.0,USER355877,Wallet,True,Type 2,Statiq,Noida,Uttar Pradesh,AC Fast,Commercial,28,92,25,4
SES00001204,REAL_0241,2025-09-28 02:29:28,2025-09-28 03:04:28,35,8.67,22.0,19.2,86.66,10.0,USER500852,Wallet,True,Type 2,Statiq,Noida,Uttar Pradesh,AC Fast,Commercial,27,72,37,4
SES00001205,REAL_0256,2025-08-02 11:15:28,2025-08-02 12:37:28,82,24.67,22.0,16.6,246.66,10.0,USER673972,UPI,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,2-Wheeler,34,71,33,5
SES00001206,REAL_0256,2025-07-09 21:27:28,2025-07-09 22:55:28,88,22.98,22.0,20.0,229.76,10.0,USER419223,Card,False,Type 2,Statiq,Bangalore,Karnataka,AC Fast,2-Wheeler,36,62,39,3
SES00001207,REAL_0256,2025-08-24 11:13:28,2025-08-24 12:50:28,97,30.78,22.0,20.6,307.77,10.0,USER202934,Card,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,2-Wheeler,37,70,32,5
SES00001208,REAL_0256,2025-09-28 07:45:28,2025-09-28 09:29:28,104,29.15,22.0,20.7,291.48,10.0,USER230790,Wallet,False,Type 2,Statiq,Bangalore,Karnataka,AC Fast,4-Wheeler,30,81,27,4
SES00001209,REAL_0256,2025-07-27 22:26:28,2025-07-27 23:14:28,48,15.55,22.0,20.9,155.45,10.0,USER987911,Cash,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,2-Wheeler,16,86,36,5
SES00001210,REAL_0256,2025-09-02 02:22:28,2025-09-02 04:12:28,110,32.95,22.0,16.8,329.5,10.0,USER778345,UPI,False,Type 2,Statiq,Bangalore,Karnataka,AC Fast,2-Wheeler,38,63,38,5
SES00001211,REAL_0256,2025-07-09 01:10:28,2025-07-09 01:43:28,33,10.38,22.0,17.2,103.83,10.0,USER474680,Cash,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,Commercial,38,63,20,3
SES00001212,REAL_0256,2025-07-27 08:45:28,2025-07-27 10:11:28,86,22.93,22.0,19.5,229.34,10.0,USER527907,Card,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,2-Wheeler,31,87,30,5
SES00001213,REAL_0256,2025-08-11 09:30:28,2025-08-11 11:27:28,117,31.01,22.0,20.9,310.06,10.0,USER270411,UPI,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,4-Wheeler,33,87,33,4
SES00001214,REAL_0256,2025-09-22 04:03:28,2025-09-22 05:50:28,107,27.93,22.0,18.4,279.34,10.0,USER391637,Wallet,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,4-Wheeler,28,61,40,4
SES00001215,REAL_0256,2025-09-20 05:12:28,2025-09-20 06:25:28,73,20.67,22.0,16.9,206.65,10.0,USER259419,Card,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,4-Wheeler,33,66,25,5
SES00001216,REAL_0256,2025-09-01 11:04:28,2025-09-01 12:08:28,64,17.84,22.0,18.7,178.37,10.0,USER734002,Cash,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,4-Wheeler,38,75,34,4
SES00001217,REAL_0256,2025-07-16 09:33:28,2025-07-16 10:38:28,65,18.06,22.0,18.7,180.56,10.0,USER109452,Cash,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,2-Wheeler,37,65,37,2
SES00001218,REAL_0256,2025-08-28 07:12:28,2025-08-28 08:24:28,72,18.35,22.0,19.2,183.53,10.0,USER163099,Cash,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,4-Wheeler,37,81,33,1
SES00001219,REAL_0256,2025-09-30 06:01:28,2025-09-30 06:50:28,49,13.27,22.0,17.5,132.72,10.0,USER893992,UPI,False,Type 2,Statiq,Bangalore,Karnataka,AC Fast,4-Wheeler,31,87,31,5
SES00001220,REAL_0256,2025-09-05 21:35:28,2025-09-05 22:16:28,41,10.75,22.0,17.1,107.54,10.0,USER804704,Cash,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,4-Wheeler,14,92,33,5
SES00001221,REAL_0256,2025-08-23 05:10:28,2025-08-23 06:27:28,77,19.5,22.0,18.5,195.02,10.0,USER959312,Card,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,4-Wheeler,26,92,20,5
SES00001222,REAL_0256,2025-07-21 10:51:28,2025-07-21 11:37:28,46,12.75,22.0,17.8,127.54,10.0,USER606235,Cash,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,Commercial,39,74,37,4
SES00001223,REAL_0256,2025-08-08 10:06:28,2025-08-08 10:53:28,47,14.22,22.0,16.3,142.15,10.0,USER381245,Card,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,Commercial,23,90,33,2
SES00001224,REAL_0256,2025-08-23 11:43:28,2025-08-23 12:17:28,34,8.44,22.0,19.9,84.45,10.0,USER648204,Wallet,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,2-Wheeler,36,70,38,4
SES00001225,REAL_0256,2025-07-07 22:45:28,2025-07-08 00:09:28,84,23.51,22.0,18.6,235.12,10.0,USER249199,Wallet,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,2-Wheeler,28,83,23,2
SES00001226,REAL_0256,2025-09-10 23:37:28,2025-09-11 01:21:28,104,33.01,22.0,19.6,330.06,10.0,USER422763,UPI,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,Commercial,11,66,35,4
SES00001227,REAL_0256,2025-08-02 04:00:28,2025-08-02 05:26:28,86,23.38,22.0,15.9,233.77,10.0,USER165104,UPI,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,2-Wheeler,16,90,31,5
SES00001228,REAL_0256,2025-08-31 05:43:28,2025-08-31 07:34:28,111,30.87,22.0,17.5,308.73,10.0,USER164912,Wallet,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,Commercial,21,88,34,3
SES00001229,REAL_0256,2025-08-28 12:00:28,2025-08-28 13:07:28,67,16.51,22.0,20.9,165.13,10.0,USER402665,Cash,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,4-Wheeler,16,72,30,5
SES00001230,REAL_0256,2025-08-01 00:37:28,2025-08-01 01:37:28,60,14.81,22.0,19.5,148.09,10.0,USER224272,Wallet,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,Commercial,37,75,39,3
SES00001231,REAL_0256,2025-08-13 05:33:28,2025-08-13 06:11:28,38,11.3,22.0,15.7,112.99,10.0,USER625673,Cash,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,4-Wheeler,30,92,28,5
SES00001232,REAL_0256,2025-08-13 01:38:28,2025-08-13 02:31:28,53,15.63,22.0,20.3,156.28,10.0,USER571926,Wallet,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,2-Wheeler,35,68,23,3
SES00001233,REAL_0256,2025-09-15 10:05:28,2025-09-15 11:51:28,106,31.75,22.0,17.3,317.55,10.0,USER599232,Cash,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,2-Wheeler,25,70,29,5
SES00001234,REAL_0256,2025-09-29 00:35:28,2025-09-29 01:34:28,59,15.76,22.0,20.7,157.64,10.0,USER193795,Card,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,4-Wheeler,35,78,37,2
SES00001235,REAL_0256,2025-09-09 03:06:28,2025-09-09 04:10:28,64,19.14,22.0,19.1,191.36,10.0,USER624143,Cash,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,2-Wheeler,38,77,37,5
SES00001236,REAL_0256,2025-07-22 23:23:28,2025-07-23 00:57:28,94,29.97,22.0,16.3,299.69,10.0,USER791376,Cash,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,2-Wheeler,24,84,24,5
SES00001237,REAL_0256,2025-09-14 10:49:28,2025-09-14 12:24:28,95,24.11,22.0,18.3,241.08,10.0,USER298481,Card,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,Commercial,29,77,25,4
SES00001238,REAL_0256,2025-07-27 01:50:28,2025-07-27 03:45:28,115,32.06,22.0,20.7,320.64,10.0,USER924139,Cash,False,Type 2,Statiq,Bangalore,Karnataka,AC Fast,Commercial,12,89,28,3
SES00001239,REAL_0256,2025-08-22 10:42:28,2025-08-22 12:22:28,100,31.27,22.0,18.7,312.73,10.0,USER142294,Wallet,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,4-Wheeler,18,71,27,4
SES00001240,REAL_0256,2025-09-08 06:14:28,2025-09-08 07:08:28,54,13.72,22.0,16.4,137.25,10.0,USER390025,UPI,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,2-Wheeler,14,71,29,4
SES00001241,REAL_0256,2025-07-07 09:16:28,2025-07-07 11:01:28,105,31.95,22.0,19.7,319.52,10.0,USER336275,UPI,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,2-Wheeler,17,62,29,2
SES00001242,REAL_0256,2025-07-13 21:56:28,2025-07-13 23:45:28,109,28.67,22.0,19.3,286.65,10.0,USER980967,Wallet,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,2-Wheeler,37,60,28,3
SES00001243,REAL_0256,2025-07-26 20:29:28,2025-07-26 22:27:28,118,30.92,22.0,16.7,309.21,10.0,USER562690,Cash,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,2-Wheeler,40,78,40,3
SES00001244,REAL_0256,2025-09-19 07:21:28,2025-09-19 08:36:28,75,20.58,22.0,16.9,205.85,10.0,USER608437,UPI,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,2-Wheeler,34,78,34,3
SES00001245,REAL_0256,2025-08-07 07:45:28,2025-08-07 08:37:28,52,13.59,22.0,18.7,135.89,10.0,USER624692,Wallet,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,4-Wheeler,36,64,26,4
SES00001246,REAL_0256,2025-10-04 07:23:28,2025-10-04 09:12:28,109,28.86,22.0,17.4,288.55,10.0,USER388232,Cash,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,2-Wheeler,12,63,35,1
SES00001247,REAL_0256,2025-08-25 09:40:28,2025-08-25 10:34:28,54,16.76,22.0,20.1,167.62,10.0,USER743094,Wallet,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,4-Wheeler,36,87,37,5
SES00001248,REAL_0256,2025-08-28 05:57:28,2025-08-28 07:23:28,86,26.02,22.0,18.4,260.23,10.0,USER414315,UPI,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,2-Wheeler,25,87,22,5
SES00001249,REAL_0256,2025-08-14 07:12:28,2025-08-14 08:24:28,72,20.82,22.0,16.8,208.22,10.0,USER398856,Card,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,4-Wheeler,14,74,26,4
SES00001250,REAL_0256,2025-08-27 10:05:28,2025-08-27 11:51:28,106,27.97,22.0,19.0,279.7,10.0,USER143185,UPI,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,4-Wheeler,17,83,28,4
SES00001251,REAL_0256,2025-08-18 10:23:28,2025-08-18 11:34:28,71,19.88,22.0,18.6,198.77,10.0,USER118244,Cash,False,Type 2,Statiq,Bangalore,Karnataka,AC Fast,4-Wheeler,12,79,24,3
SES00001252,REAL_0256,2025-08-09 05:26:28,2025-08-09 06:25:28,59,16.19,22.0,16.7,161.87,10.0,USER444685,UPI,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,2-Wheeler,30,81,23,5
SES00001253,REAL_0256,2025-10-04 10:00:28,2025-10-04 11:31:28,91,28.99,22.0,20.0,289.92,10.0,USER440883,Wallet,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,Commercial,14,89,20,4
SES00001254,REAL_0256,2025-10-01 08:57:28,2025-10-01 09:45:28,48,12.96,22.0,17.7,129.61,10.0,USER621918,UPI,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,2-Wheeler,35,69,37,3
SES00001255,REAL_0256,2025-08-31 22:46:28,2025-09-01 00:40:28,114,29.44,22.0,19.9,294.4,10.0,USER440320,Wallet,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,2-Wheeler,39,60,30,1
SES00001256,REAL_0256,2025-08-09 03:08:28,2025-08-09 03:55:28,47,11.26,22.0,19.5,112.6,10.0,USER242678,Wallet,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,2-Wheeler,10,63,28,2
SES00001257,REAL_0256,2025-07-15 22:24:28,2025-07-15 23:48:28,84,21.24,22.0,19.9,212.41,10.0,USER292621,Cash,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,Commercial,21,62,39,5
SES00001258,REAL_0256,2025-07-16 04:57:28,2025-07-16 06:18:28,81,21.88,22.0,16.7,218.82,10.0,USER792210,Cash,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,Commercial,26,85,24,1
SES00001259,REAL_0256,2025-09-18 01:37:28,2025-09-18 03:17:28,100,29.37,22.0,16.3,293.68,10.0,USER314212,Card,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,Commercial,34,90,28,5
SES00001260,REAL_0256,2025-08-16 21:38:28,2025-08-16 23:18:28,100,30.32,22.0,19.7,303.19,10.0,USER452925,Wallet,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,2-Wheeler,29,89,35,5
SES00001261,REAL_0256,2025-08-17 23:46:28,2025-08-18 00:50:28,64,18.72,22.0,18.2,187.19,10.0,USER878031,UPI,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,4-Wheeler,30,62,33,4
SES00001262,REAL_0256,2025-10-03 21:17:28,2025-10-03 23:03:28,106,31.14,22.0,15.7,311.38,10.0,USER424850,Cash,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,Commercial,20,73,37,2
SES00001263,REAL_0256,2025-09-24 00:42:28,2025-09-24 02:10:28,88,26.08,22.0,19.5,260.75,10.0,USER172142,UPI,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,Commercial,17,94,26,2
SES00001264,REAL_0256,2025-08-28 09:47:28,2025-08-28 10:25:28,38,11.06,22.0,17.9,110.63,10.0,USER812043,Wallet,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,2-Wheeler,27,72,37,5
SES00001265,REAL_0256,2025-09-30 09:23:28,2025-09-30 09:56:28,33,9.45,22.0,17.5,94.51,10.0,USER991677,Cash,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,Commercial,32,89,40,2
SES00001266,REAL_0256,2025-07-27 06:29:28,2025-07-27 07:49:28,80,20.45,22.0,15.7,204.49,10.0,USER634279,Wallet,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,2-Wheeler,34,77,21,5
SES00001267,REAL_0256,2025-08-14 03:00:28,2025-08-14 04:59:28,119,37.06,22.0,18.7,370.58,10.0,USER295697,Cash,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,4-Wheeler,35,77,36,4
SES00001268,REAL_0256,2025-10-02 23:04:28,2025-10-03 00:11:28,67,20.06,22.0,19.0,200.62,10.0,USER710292,Card,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,Commercial,19,66,20,4
SES00001269,REAL_0256,2025-08-31 20:37:28,2025-08-31 22:07:28,90,23.14,22.0,15.5,231.41,10.0,USER194361,Cash,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,Commercial,37,60,34,2
SES00001270,REAL_0256,2025-08-06 10:37:28,2025-08-06 11:31:28,54,12.99,22.0,15.6,129.88,10.0,USER532071,Cash,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,Commercial,30,86,24,5
SES00001271,REAL_0256,2025-08-25 07:47:28,2025-08-25 09:05:28,78,24.46,22.0,17.7,244.58,10.0,USER474179,UPI,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,Commercial,40,90,40,5
SES00001272,REAL_0256,2025-07-09 09:29:28,2025-07-09 11:23:28,114,29.14,22.0,20.4,291.4,10.0,USER716652,Cash,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,Commercial,18,89,26,2
SES00001273,REAL_0256,2025-09-24 06:48:28,2025-09-24 08:16:28,88,24.95,22.0,19.8,249.48,10.0,USER544312,Wallet,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,Commercial,23,71,37,1
SES00001274,REAL_0256,2025-08-08 00:58:28,2025-08-08 01:38:28,40,10.29,22.0,15.9,102.88,10.0,USER454292,Card,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,4-Wheeler,29,74,36,5
SES00001275,REAL_0256,2025-09-22 06:13:28,2025-09-22 06:55:28,42,10.27,22.0,17.7,102.74,10.0,USER791963,Cash,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,Commercial,15,91,40,4
SES00001276,REAL_0256,2025-09-24 04:41:28,2025-09-24 06:34:28,113,32.22,22.0,18.8,322.16,10.0,USER520826,Wallet,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,Commercial,17,78,40,2
SES00001277,REAL_0256,2025-08-20 23:07:28,2025-08-21 00:39:28,92,23.71,22.0,15.9,237.12,10.0,USER974721,Card,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,Commercial,26,91,32,5
SES00001278,REAL_0256,2025-09-19 20:38:28,2025-09-19 21:38:28,60,17.06,22.0,16.7,170.64,10.0,USER621111,Card,False,Type 2,Statiq,Bangalore,Karnataka,AC Fast,4-Wheeler,15,65,28,5
SES00001279,REAL_0256,2025-09-27 23:22:28,2025-09-28 00:19:28,57,17.08,22.0,15.9,170.82,10.0,USER409163,Cash,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,2-Wheeler,16,92,37,4
SES00001280,REAL_0256,2025-08-19 10:35:28,2025-08-19 11:47:28,72,23.46,22.0,15.6,234.63,10.0,USER646679,Card,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,Commercial,32,79,26,4
SES00001281,REAL_0256,2025-09-04 07:37:28,2025-09-04 08:58:28,81,19.62,22.0,16.6,196.18,10.0,USER604831,Wallet,False,Type 2,Statiq,Bangalore,Karnataka,AC Fast,4-Wheeler,17,69,29,5
SES00001282,REAL_0256,2025-07-31 04:44:28,2025-07-31 06:21:28,97,31.62,22.0,19.5,316.22,10.0,USER478080,UPI,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,Commercial,38,85,35,3
SES00001283,REAL_0256,2025-07-27 20:22:28,2025-07-27 21:15:28,53,15.66,22.0,20.9,156.59,10.0,USER907537,Cash,True,Type 2,Statiq,Bangalore,Karnataka,AC Fast,4-Wheeler,15,95,21,5
